03-16_clone_A_1
Algorithm: Statistical
Corner+ Avg:223, Count:32
Corner- Avg:12145, Count:32
BF= Alpha1=0.04 Alpha2=0.06 Tau=0.015 Gamma1H=0.0025 Gamma1L=0.0025 Gamma2H=0.003 Gamma2L=0.003 Perturbation=1.1 TGT=250 NF=1.000000 SF=2.109617 SFGene=All 
Background=Avg:65.55,Stdev:1.08,Max:68.6,Min:63.3 Noise=Avg:2.80,Stdev:0.08,Max:3.1,Min:2.6 RawQ=2.57 

Probe Set Name	Stat Pairs	Stat Pairs Used	Signal	Detection	Detection p-value	Stat Common Pairs	Signal Log Ratio	Signal Log Ratio Low	Signal Log Ratio High	Change	Change p-value	Positive	Negative	Pairs	Pairs Used	Pairs InAvg	Pos Fraction	Log Avg	Pos/Neg	Avg Diff	Abs Call	Inc	Dec	Inc Ratio	Dec Ratio	Pos Change	Neg Change	Inc/Dec	DPos-DNeg Ratio	Log Avg Ratio Change	Diff Call	Avg Diff Change	B=A	Fold Change	Sort Score	
161043_r_at	16	16	6.7	A	0.715253																															
161044_at	16	16	380.8	P	0.003067																															
161045_at	16	16	21.8	A	0.175989																															
161046_at	16	16	11.3	A	0.715253																															
161047_at	16	16	31.5	A	0.479380																															
161048_at	16	16	4.8	A	0.933135																															
161049_at	16	16	3.1	A	0.918663																															
161050_at	16	16	21.5	A	0.918663																															
161051_at	16	16	17.4	A	0.581931																															
161052_r_at	16	16	104.0	A	0.418069																															
161053_at	16	16	2.7	A	0.945530																															
161054_at	16	16	20.1	A	0.339558																															
161055_r_at	16	16	6.2	A	0.500000																															
161056_at	16	16	451.3	P	0.007543																															
161057_at	16	16	42.0	A	0.397994																															
161058_f_at	16	16	1.1	A	0.910595																															
161059_at	16	16	38.9	A	0.397994																															
161060_i_at	14	14	101.9	P	0.005504																															
161061_r_at	16	16	5.8	A	0.541184																															
161062_r_at	16	16	9.8	A	0.541184																															
161063_r_at	16	16	899.9	A	0.162935																															
161064_f_at	16	16	221.8	P	0.000959																															
161065_at	16	16	9.0	A	0.781017																															
161066_at	16	16	25.2	P	0.000673																															
161067_at	16	16	16.6	A	0.581931																															
161068_at	16	16	5.7	A	0.339558																															
161069_at	16	16	1.2	A	0.910595																															
161070_at	16	16	35.2	A	0.107301																															
161071_at	16	16	55.2	P	0.013092																															
161072_at	16	16	34.9	A	0.218945																															
161073_at	16	16	289.4	A	0.378184																															
161074_at	16	16	99.4	P	0.001141																															
161075_at	16	16	16.6	A	0.175989																															
161076_at	16	16	1375.5	P	0.000219																															
161077_f_at	10	10	2624.3	P	0.000488																															
161078_at	16	16	59.3	A	0.267463																															
161079_at	16	16	22.2	A	0.479380																															
161080_f_at	15	15	54.4	P	0.011548																															
161081_at	16	16	33.7	A	0.060419																															
161082_r_at	16	16	5.7	A	0.732537																															
161083_at	16	16	159.6	P	0.003585																															
161084_at	16	16	6.7	A	0.810313																															
161085_r_at	9	9	372.2	A	0.073242																															
161086_at	16	16	33.8	P	0.002617																															
161087_r_at	15	15	2.2	A	0.976587																															
161088_r_at	16	16	14.0	A	0.302547																															
161089_r_at	8	8	0.7	A	0.935547																															
161090_i_at	14	14	74.2	A	0.070073																															
161091_r_at	16	16	6.3	A	0.732537																															
161092_at	16	16	170.6	P	0.008689																															
161093_at	16	16	2.0	A	0.872355																															
161094_r_at	16	16	7.7	A	0.679170																															
161096_at	16	16	8.4	A	0.749276																															
161097_at	16	16	19.4	A	0.267463																															
161098_at	16	16	54.1	A	0.081337																															
161099_at	16	16	26.3	A	0.500000																															
161100_at	16	16	29.3	A	0.397994																															
161101_r_at	16	16	64.8	A	0.089405																															
161102_at	16	16	1.7	A	0.985063																															
161103_at	16	16	37.4	A	0.204022																															
161104_at	16	16	28.2	P	0.009985																															
161105_at	16	16	25.4	A	0.500000																															
161106_r_at	14	14	9.3	A	0.834732																															
161107_r_at	9	9	11.7	A	0.477539																															
161108_r_at	13	13	122.9	A	0.276247																															
161109_at	16	16	41.6	P	0.006532																															
161110_at	16	16	197.6	P	0.005643																															
161111_f_at	16	16	131.4	P	0.035163																															
161112_at	16	16	168.8	P	0.003585																															
161113_at	16	16	8.9	A	0.320830																															
161114_i_at	14	14	4.4	A	0.681117																															
161115_r_at	16	16	40.7	A	0.189687																															
161116_at	16	16	76.0	P	0.027860																															
161117_at	16	16	30.9	A	0.267463																															
161118_r_at	11	11	12.2	A	0.194580																															
161119_at	16	16	15.4	A	0.320830																															
161120_r_at	16	16	232.7	A	0.175989																															
161121_f_at	13	13	1847.1	P	0.000737																															
161122_f_at	16	16	291.4	P	0.000673																															
161123_i_at	14	14	7.4	A	0.681117																															
161124_at	16	16	220.0	P	0.027860																															
161125_at	16	16	12.4	A	0.602006																															
161126_at	16	16	29.7	A	0.107301																															
161127_i_at	14	14	433.2	P	0.023995																															
161128_r_at	16	16	11.5	A	0.060419																															
161129_r_at	16	16	242.6	A	0.218983																															
161130_f_at	16	16	24.7	A	0.541184																															
161131_r_at	8	8	110.0	P	0.015625																															
161132_at	16	16	4.4	A	0.358690																															
161133_at	16	16	62.1	A	0.250724																															
161134_at	16	16	20.9	A	0.561639																															
161135_f_at	10	10	24.8	A	0.441895																															
161136_r_at	16	16	25.2	A	0.127645																															
161137_r_at	16	16	92.5	A	0.204022																															
161138_r_at	12	12	17.8	A	0.376842																															
161139_f_at	16	16	118.3	P	0.017001																															
161140_r_at	16	16	72.0	A	0.089405																															
161141_r_at	9	9	0.9	A	0.908203																															
161142_at	16	16	8.7	A	0.479380																															
161143_r_at	10	10	260.3	A	0.366211																															
161144_r_at	16	16	14.0	A	0.933135																															
161145_f_at	16	16	251.9	P	0.006532																															
161146_r_at	14	14	29.5	A	0.122747																															
161147_f_at	16	16	531.5	P	0.000562																															
161148_f_at	16	16	217.9	P	0.027860																															
161149_r_at	10	10	159.4	P	0.000488																															
161150_at	16	16	11.8	A	0.765443																															
161151_at	16	16	5.5	A	0.960635																															
161152_r_at	8	8	43.9	P	0.005859																															
161153_r_at	16	16	16.7	A	0.189687																															
161154_at	16	16	14.8	A	0.679170																															
161155_r_at	16	16	146.3	A	0.127645																															
161156_r_at	11	11	529.4	P	0.014160																															
161157_r_at	10	10	2.3	A	0.704590																															
161158_f_at	16	16	2.1	A	0.732537																															
161159_r_at	16	16	7.8	A	0.581931																															
161160_f_at	16	16	76.2	A	0.089405																															
161161_r_at	14	14	73.2	M	0.042142																															
161162_at	16	16	34.9	A	0.541184																															
161163_at	16	16	4.4	A	0.910595																															
161164_r_at	16	16	8.6	A	0.715253																															
161165_f_at	16	16	4.7	A	0.765443																															
161166_i_at	15	15	17.2	A	0.095723																															
161167_r_at	16	16	73.3	A	0.138765																															
161168_at	16	16	17.2	P	0.031336																															
161169_f_at	16	16	140.4	P	0.013092																															
161170_r_at	13	13	1.4	A	0.942074																															
161171_at	16	16	30.5	A	0.204022																															
161172_f_at	16	16	14.2	A	0.438361																															
161173_f_at	16	16	23.0	P	0.004180																															
161174_i_at	15	15	4.2	A	0.832862																															
161175_r_at	13	13	8.3	A	0.300034																															
161176_r_at	10	10	1810.4	P	0.037109																															
161177_f_at	16	16	4.0	A	0.849473																															
161178_at	16	16	13.8	A	0.602006																															
161179_at	16	16	3.5	A	0.910595																															
161180_r_at	16	16	37.0	A	0.378184																															
161181_f_at	16	16	7.2	A	0.378184																															
161182_r_at	16	16	1.1	A	0.378184																															
161183_at	16	16	8.0	A	0.397994																															
161184_f_at	16	16	4.6	A	0.438361																															
161185_i_at	14	14	1.9	A	0.951901																															
161186_f_at	16	16	30.2	A	0.204022																															
161187_f_at	16	16	36.6	A	0.089405																															
161188_f_at	16	16	8.2	A	0.995137																															
161189_r_at	16	16	11.0	A	0.602006																															
161190_r_at	8	8	20.4	A	0.064453																															
161191_i_at	15	15	2.9	A	0.922182																															
161192_at	16	16	28.9	A	0.302547																															
161193_r_at	14	14	4.8	A	0.972234																															
161194_r_at	14	14	75.1	A	0.611218																															
161195_i_at	13	13	11.5	A	0.486058																															
161196_r_at	15	15	123.6	A	0.153312																															
161197_r_at	15	15	8.9	A	0.410140																															
161198_r_at	16	16	115.7	A	0.267463																															
161199_at	16	16	162.3	A	0.098054																															
161200_i_at	15	15	6.1	A	0.633364																															
161201_r_at	16	16	356.0	A	0.089405																															
161202_r_at	16	16	1.3	A	0.660442																															
161203_f_at	16	16	33.2	A	0.320830																															
161204_r_at	15	15	0.2	A	0.984546																															
161205_at	16	16	27.5	A	0.150527																															
161206_at	16	16	28.3	A	0.697453																															
161207_at	16	16	1.4	A	0.968686																															
161208_r_at	11	11	3.1	A	0.904785																															
161209_r_at	16	16	47.1	A	0.162935																															
161210_f_at	16	16	5.4	A	0.697453																															
161211_r_at	15	15	3.6	A	0.695382																															
161212_r_at	8	8	1.1	A	0.888672																															
161213_r_at	8	8	1.7	A	0.703125																															
161214_r_at	9	9	1598.4	P	0.000977																															
161215_at	16	16	42.3	A	0.060419																															
161216_at	16	16	4.6	A	0.939581																															
161217_r_at	13	13	88.3	A	0.300090																															
161218_r_at	8	8	1.0	A	0.935547																															
161219_r_at	16	16	73.5	P	0.024711																															
161220_f_at	16	16	78.3	A	0.358690																															
161221_f_at	16	16	22.9	A	0.418069																															
161222_r_at	14	14	49.2	A	0.586954																															
161223_r_at	16	16	17.8	A	0.641310																															
161224_f_at	15	15	5.0	A	0.654528																															
161225_r_at	13	13	2.4	A	0.875568																															
161226_f_at	16	16	8.1	A	0.250724																															
161227_r_at	12	12	327.0	A	0.153911																															
161228_f_at	16	16	37.1	A	0.284747																															
161229_at	16	16	1.1	A	0.968664																															
161230_r_at	16	16	7.8	A	0.697453																															
161231_r_at	16	16	23.0	A	0.418069																															
161232_r_at	16	16	32.0	P	0.003585																															
161233_at	16	16	6.3	A	0.983000																															
161234_f_at	16	16	18.0	A	0.520620																															
161235_f_at	16	16	428.5	P	0.000388																															
161236_r_at	16	16	0.8	A	0.993468																															
161237_at	16	16	38.5	A	0.302547																															
161238_f_at	16	16	222.4	P	0.001602																															
161239_r_at	16	16	6.1	A	0.882840																															
161240_f_at	16	16	45.5	M	0.054441																															
161241_at	16	16	5.7	A	0.679170																															
161242_f_at	16	16	24.9	A	0.458816																															
161243_f_at	16	16	290.9	P	0.006532																															
161244_f_at	16	16	574.8	P	0.000959																															
161245_r_at	8	8	3.8	A	0.603516																															
161246_at	16	16	22.2	A	0.339558																															
161247_f_at	16	16	94.5	P	0.017001																															
161248_r_at	16	16	6.4	A	0.849473																															
161249_at	16	16	64.8	A	0.378184																															
161250_at	16	16	46.7	A	0.138765																															
161251_f_at	16	16	4.0	A	0.810313																															
161252_r_at	16	16	15.6	A	0.660442																															
161253_i_at	15	15	83.8	A	0.127994																															
161254_r_at	16	16	32.7	A	0.284747																															
161255_at	16	16	4.6	A	0.933135																															
161256_at	16	16	9.9	A	0.218983																															
161257_r_at	15	15	68.3	A	0.247760																															
161258_at	16	16	95.6	A	0.081337																															
161259_f_at	16	16	8.8	A	0.500000																															
161260_f_at	16	16	7.8	A	0.749276																															
161261_f_at	16	16	4.7	A	0.697453																															
161262_r_at	11	11	6.4	A	0.953857																															
161263_f_at	16	16	114.2	P	0.031336																															
161264_f_at	16	16	221.2	A	0.138765																															
161265_f_at	16	16	2324.3	P	0.000266																															
161266_r_at	12	12	2.1	A	0.895287																															
161267_f_at	16	16	126.3	A	0.066865																															
161268_f_at	16	16	25.5	P	0.001354																															
161269_i_at	13	13	0.5	A	0.990407																															
161270_i_at	12	12	571.6	P	0.001109																															
161271_r_at	16	16	17.5	A	0.397994																															
161272_f_at	16	16	208.7	P	0.006532																															
161273_f_at	16	16	18.9	A	0.358690																															
161274_at	16	16	38.3	A	0.641310																															
161275_at	16	16	3.8	A	0.679170																															
161276_i_at	13	13	2.4	A	0.913523																															
161277_r_at	12	12	3.0	A	0.957870																															
161278_r_at	16	16	18.4	A	0.520620																															
161279_f_at	16	16	19.1	A	0.378184																															
161280_r_at	16	16	242.1	A	0.138765																															
161281_f_at	10	10	3.8	A	0.893555																															
161282_r_at	16	16	34.7	A	0.438361																															
161283_i_at	14	14	1.7	A	0.818657																															
161284_r_at	12	12	445.1	P	0.024930																															
161285_r_at	16	16	26.3	A	0.438361																															
161286_f_at	16	16	20.2	A	0.189687																															
161287_f_at	16	16	56.4	P	0.019304																															
161288_r_at	16	16	1.5	A	0.964837																															
161289_at	16	16	32.1	A	0.267463																															
161290_r_at	16	16	7.2	A	0.204022																															
161291_at	16	16	15.4	A	0.438361																															
161292_f_at	16	16	128.7	A	0.250724																															
161293_r_at	16	16	15.2	A	0.397977																															
161294_f_at	16	16	38.9	A	0.602006																															
161295_r_at	10	10	0.4	A	0.704590																															
161296_r_at	16	16	1.6	A	0.810313																															
161297_f_at	16	16	93.6	A	0.066865																															
161298_i_at	15	15	5.6	A	0.733935																															
161299_r_at	14	14	112.5	A	0.275462																															
161300_r_at	11	11	6.1	A	0.665527																															
161301_f_at	16	16	128.3	P	0.017001																															
161302_r_at	8	8	50.6	A	0.173828																															
161303_at	16	16	11.6	A	0.765443																															
161304_r_at	16	16	528.1	P	0.027860																															
161305_r_at	16	16	2.1	A	0.749276																															
161306_r_at	8	8	12.8	A	0.210938																															
161307_f_at	16	16	19.6	A	0.438361																															
161308_f_at	16	16	8.9	A	0.795978																															
161309_r_at	14	14	1.4	A	0.945289																															
161310_at	16	16	15.9	A	0.765443																															
161311_at	16	16	11.3	A	0.679170																															
161312_r_at	16	16	5.8	A	0.849473																															
161313_at	16	16	2.3	A	0.901946																															
161314_r_at	10	10	33.2	P	0.016113																															
161315_i_at	12	12	4.6	A	0.623158																															
161316_f_at	16	16	5.6	A	0.561639																															
161317_r_at	16	16	22.5	P	0.035163																															
161318_f_at	16	16	2.5	A	0.918663																															
161319_at	16	16	10.5	A	0.561639																															
161320_r_at	13	13	20.2	A	0.276247																															
161321_i_at	13	13	3.8	A	0.596617																															
161322_r_at	14	14	26.4	A	0.681117																															
161323_f_at	16	16	2.9	A	0.901946																															
161324_r_at	16	16	57.8	A	0.602006																															
161325_at	16	16	207.9	M	0.043968																															
161326_f_at	16	16	31.1	A	0.162935																															
161327_f_at	16	16	3189.1	P	0.001354																															
161328_i_at	14	14	15.2	A	0.537511																															
161329_f_at	10	10	909.6	P	0.000488																															
161330_r_at	16	16	26.8	A	0.849473																															
161331_r_at	8	8	15.0	A	0.173828																															
161332_f_at	16	16	84.2	A	0.081337																															
161333_f_at	16	16	47.5	M	0.043968																															
161334_r_at	14	14	59.7	P	0.023995																															
161335_r_at	16	16	2.4	A	0.810313																															
161336_r_at	9	9	2.6	A	0.694336																															
161337_f_at	16	16	87.6	M	0.054470																															
161338_i_at	12	12	24.6	A	0.623158																															
161339_f_at	16	16	8.3	A	0.824011																															
161340_r_at	14	14	4.1	A	0.818657																															
161341_f_at	16	16	64.6	A	0.107301																															
161342_r_at	16	16	340.5	P	0.001141																															
161343_r_at	16	16	12.0	A	0.397994																															
161344_r_at	14	14	29.3	A	0.462489																															
161345_f_at	16	16	17.7	A	0.204022																															
161346_f_at	16	16	161.9	P	0.017001																															
161347_r_at	8	8	166.2	A	0.085938																															
161348_r_at	16	16	102.0	P	0.006532																															
161349_f_at	16	16	194.4	P	0.001141																															
161350_f_at	16	16	25.0	A	0.189687																															
161351_r_at	16	16	1.9	A	0.660468																															
161352_r_at	16	16	5.5	A	0.621816																															
161353_r_at	16	16	10.9	A	0.458816																															
161354_f_at	16	16	4.9	A	0.901946																															
161355_f_at	16	16	84.5	M	0.048995																															
161356_at	16	16	27.8	A	0.073830																															
161357_r_at	16	16	170.6	M	0.054470																															
161358_r_at	16	16	88.2	A	0.218983																															
161359_s_at	16	16	521.8	P	0.000388																															
161360_at	16	16	44.2	P	0.027860																															
161361_s_at	16	16	7.1	A	0.837065																															
161362_at	16	16	5.8	A	0.933135																															
161363_r_at	14	14	237.7	P	0.012921																															
161364_f_at	16	16	156.6	P	0.000959																															
161365_r_at	16	16	37.6	A	0.267463																															
161366_r_at	13	13	15.5	A	0.569348																															
161367_f_at	16	16	194.4	P	0.031336																															
161368_r_at	13	13	4.7	A	0.699910																															
161369_r_at	14	14	6.4	A	0.487480																															
161370_f_at	16	16	11.3	A	0.581931																															
161371_r_at	11	11	10.1	A	0.274170																															
161372_f_at	16	16	13.6	A	0.378184																															
161373_r_at	16	16	7.8	A	0.581931																															
161374_f_at	16	16	11.1	A	0.697453																															
161375_at	16	16	1.3	A	0.861235																															
161376_f_at	16	16	16.6	A	0.284747																															
161377_at	16	16	13.1	A	0.117160																															
161378_r_at	16	16	117.9	P	0.021866																															
161379_at	16	16	2.9	A	0.781017																															
161380_f_at	16	16	45.5	A	0.127645																															
161381_r_at	14	14	6.6	A	0.437646																															
161382_at	16	16	5.0	A	0.945530																															
161383_r_at	16	16	57.0	A	0.098054																															
161384_r_at	11	11	786.9	P	0.004150																															
161385_r_at	16	16	21.7	A	0.060419																															
161386_f_at	16	16	59.9	P	0.017001																															
161387_i_at	15	15	36.6	P	0.030446																															
161388_f_at	16	16	23.8	A	0.218983																															
161389_f_at	16	16	75.5	P	0.024711																															
161390_r_at	16	16	44.3	M	0.054470																															
161391_r_at	16	16	4.4	A	0.500000																															
161392_f_at	16	16	185.6	P	0.006532																															
161393_at	16	16	2.2	A	0.980696																															
161394_f_at	16	16	4.4	A	0.765443																															
161395_i_at	14	14	17.5	A	0.254899																															
161396_f_at	13	13	151.6	A	0.191176																															
161397_r_at	16	16	452.4	A	0.189687																															
161398_at	16	16	35.9	A	0.250724																															
161399_r_at	8	8	57.3	A	0.173828																															
161400_f_at	16	16	163.0	P	0.000805																															
161401_f_at	16	16	73.9	P	0.001892																															
161402_r_at	8	8	12.1	A	0.296875																															
161403_r_at	16	16	23.6	A	0.541184																															
161404_at	16	16	36.8	A	0.602006																															
161405_r_at	12	12	43.9	A	0.318935																															
161406_at	16	16	62.9	A	0.189687																															
161407_i_at	12	12	548.2	A	0.068049																															
161408_r_at	14	14	25.8	A	0.951901																															
161409_f_at	16	16	120.5	A	0.081337																															
161410_r_at	16	16	138.2	P	0.003585																															
161411_i_at	13	13	20.5	M	0.050263																															
161412_r_at	15	15	21.2	A	0.345472																															
161413_f_at	16	16	43.4	A	0.175989																															
161414_f_at	16	16	198.9	A	0.081337																															
161415_r_at	13	13	21.7	A	0.276247																															
161416_r_at	16	16	10.0	A	0.541184																															
161417_r_at	9	9	8.1	A	0.522461																															
161418_r_at	8	8	30.8	A	0.210938																															
161419_r_at	16	16	29.1	A	0.781017																															
161420_r_at	14	14	0.6	A	0.967980																															
161421_r_at	16	16	18.7	A	0.189687																															
161422_f_at	16	16	15.0	A	0.234519																															
161423_r_at	16	16	48.2	P	0.027860																															
161424_f_at	16	16	148.7	M	0.043968																															
161425_r_at	16	16	48.8	A	0.541184																															
161426_at	16	16	95.3	A	0.438361																															
161427_f_at	16	16	54.6	A	0.218983																															
161428_at	16	16	106.6	A	0.189687																															
161429_at	16	16	167.6	A	0.138765																															
161430_at	16	16	47.5	A	0.175989																															
161431_i_at	12	12	4.1	A	0.964405																															
161432_f_at	16	16	158.7	P	0.013092																															
161433_f_at	16	16	33.4	A	0.073830																															
161434_r_at	16	16	20.4	A	0.541184																															
161435_i_at	12	12	11.0	A	0.240088																															
161436_s_at	16	16	26.9	A	0.218983																															
161437_f_at	16	16	31.7	A	0.150527																															
161438_r_at	15	15	0.6	A	0.930122																															
161439_f_at	16	16	231.5	P	0.005643																															
161440_r_at	16	16	5.8	A	0.581931																															
161441_f_at	16	16	144.9	P	0.039365																															
161442_at	16	16	1.9	A	0.872355																															
161443_r_at	16	16	3.7	A	0.732537																															
161444_f_at	16	16	183.8	P	0.005643																															
161445_at	16	16	4.2	A	0.697453																															
161446_r_at	10	10	1007.3	P	0.005859																															
161447_f_at	16	16	23.9	A	0.339558																															
161448_f_at	16	16	30.5	M	0.043968																															
161449_f_at	16	16	1.8	A	0.983014																															
161450_r_at	16	16	9.0	A	0.302547																															
161451_r_at	16	16	29.7	A	0.138765																															
161452_f_at	16	16	15.5	P	0.031336																															
161453_r_at	16	16	0.7	A	0.901946																															
161454_r_at	12	12	214.0	A	0.500000																															
161455_r_at	9	9	516.4	A	0.091797																															
161456_f_at	16	16	57.1	P	0.039365																															
161457_at	16	16	42.6	A	0.438361																															
161458_at	16	16	597.1	M	0.048995																															
161459_f_at	16	16	13.7	A	0.520620																															
161460_r_at	16	16	17.8	A	0.189687																															
161461_at	16	16	4.6	A	0.781017																															
161462_r_at	16	16	22.5	A	0.089405																															
161463_f_at	16	16	2.9	A	0.795978																															
161464_f_at	16	16	232.3	P	0.000959																															
161465_r_at	13	13	429.9	A	0.324822																															
161466_r_at	16	16	20.2	A	0.541184																															
161467_f_at	16	16	51.6	A	0.138765																															
161468_f_at	16	16	27.8	A	0.358690																															
161469_r_at	14	14	294.2	P	0.017732																															
161470_r_at	16	16	7.5	A	0.479377																															
161471_f_at	16	16	21.3	A	0.089405																															
161472_r_at	10	10	44.4	P	0.021484																															
161473_f_at	14	14	2.8	A	0.889551																															
161474_r_at	16	16	265.9	A	0.060419																															
161475_f_at	16	16	2.4	A	0.939581																															
161476_at	16	16	244.0	P	0.001892																															
161477_r_at	16	16	3.2	A	0.861235																															
161478_at	16	16	4.7	A	0.901946																															
161479_f_at	11	11	44.5	A	0.095215																															
161480_i_at	15	15	5440.0	P	0.000327																															
161481_f_at	16	16	2.3	A	0.960635																															
161482_f_at	16	16	19.6	A	0.418069																															
161483_r_at	16	16	3.6	A	0.781017																															
161484_r_at	9	9	6.5	A	0.769531																															
161485_r_at	16	16	13.0	A	0.500000																															
161486_f_at	16	16	20.0	A	0.339558																															
161487_f_at	16	16	145.0	A	0.081337																															
161488_r_at	13	13	2.3	A	0.723753																															
161489_r_at	11	11	21.2	A	0.334473																															
161490_at	16	16	17.9	A	0.320830																															
161491_r_at	13	13	45.4	M	0.057926																															
161492_i_at	13	13	308.9	M	0.050263																															
161493_at	16	16	21.7	A	0.358690																															
161494_f_at	16	16	197.4	P	0.011447																															
161495_r_at	16	16	54.2	A	0.127645																															
161496_r_at	16	16	82.1	A	0.189687																															
161497_f_at	16	16	110.5	A	0.138765																															
161498_at	16	16	809.7	P	0.004180																															
161499_f_at	16	16	64.5	A	0.267463																															
161500_i_at	15	15	143.3	P	0.001571																															
161501_at	16	16	14.1	A	0.641310																															
161502_r_at	16	16	61.1	A	0.267463																															
161503_f_at	16	16	1.0	A	0.795978																															
161504_i_at	14	14	24.6	A	0.658380																															
161505_i_at	12	12	65.0	A	0.347443																															
161506_r_at	16	16	264.4	A	0.150527																															
161507_f_at	16	16	21.0	A	0.339558																															
161508_at	16	16	30.6	A	0.749276																															
161509_at	16	16	7.3	A	0.781017																															
161510_f_at	16	16	828.9	P	0.000266																															
161511_f_at	16	16	609.9	P	0.000219																															
161512_r_at	16	16	193.3	P	0.013092																															
161513_r_at	16	16	33.0	A	0.117160																															
161514_at	16	16	72.5	P	0.021866																															
161515_i_at	14	14	2.3	A	0.967980																															
161516_r_at	16	16	1.9	A	0.602006																															
161517_at	16	16	4.7	A	0.882840																															
161518_r_at	12	12	9.7	A	0.531264																															
161519_f_at	16	16	100.9	A	0.098054																															
161520_at	16	16	0.8	A	0.995820																															
161521_at	16	16	1.7	A	0.861235																															
161522_i_at	14	14	113.2	P	0.012921																															
161523_r_at	16	16	25.8	A	0.138765																															
161524_r_at	15	15	75.7	P	0.005297																															
161525_f_at	16	16	10.2	A	0.397994																															
161526_r_at	16	16	25.0	A	0.302547																															
161527_r_at	16	16	1.7	A	0.810313																															
161528_r_at	16	16	42.3	P	0.039365																															
161529_r_at	8	8	32.2	A	0.111328																															
161530_r_at	9	9	27.3	A	0.266602																															
161531_r_at	16	16	6.6	A	0.810313																															
161532_f_at	16	16	6.0	A	0.679170																															
161533_at	16	16	35.8	M	0.048995																															
161534_f_at	16	16	35.2	A	0.302547																															
161535_at	16	16	196.3	P	0.019304																															
161536_r_at	16	16	36.1	P	0.021866																															
161537_f_at	16	16	35.1	A	0.107301																															
161538_r_at	12	12	0.8	A	0.941668																															
161539_f_at	16	16	7.9	A	0.541184																															
161540_r_at	15	15	0.4	A	0.979556																															
161541_r_at	16	16	40.1	P	0.027860																															
161542_r_at	16	16	114.2	A	0.117160																															
161543_at	16	16	62.5	A	0.320830																															
161544_r_at	12	12	13.8	A	0.593027																															
161545_r_at	16	16	31.3	A	0.520620																															
161546_r_at	16	16	86.2	A	0.250724																															
161547_f_at	16	16	31.2	A	0.520620																															
161548_r_at	16	16	41.4	A	0.284747																															
161549_f_at	16	16	17.0	A	0.660442																															
161550_r_at	16	16	15.8	A	0.138765																															
161551_f_at	16	16	60.5	A	0.175989																															
161552_i_at	12	12	11.6	A	0.376842																															
161553_i_at	13	13	17.1	A	0.458256																															
161554_r_at	16	16	5.8	A	0.621816																															
161555_f_at	16	16	6.5	A	0.824011																															
161556_at	16	16	20.0	A	0.602006																															
161557_at	16	16	220.2	P	0.024711																															
161558_f_at	16	16	67.2	M	0.043968																															
161559_i_at	15	15	34.5	A	0.388213																															
161560_f_at	16	16	80.8	A	0.302547																															
161561_r_at	15	15	603.0	P	0.034572																															
161562_f_at	13	13	99.5	A	0.124432																															
161563_r_at	9	9	2254.6	A	0.113281																															
161564_r_at	16	16	13.2	A	0.602006																															
161565_r_at	16	16	3.6	A	0.520620																															
161566_r_at	12	12	19.9	A	0.562335																															
161567_r_at	16	16	1.1	A	0.872355																															
161568_f_at	16	16	10.3	A	0.765443																															
161569_f_at	16	16	7.6	A	0.641310																															
161570_r_at	16	16	0.9	A	0.960635																															
161571_f_at	16	16	2.4	A	0.861235																															
161572_r_at	16	16	7.8	A	0.781017																															
161573_at	16	16	194.5	P	0.017001																															
161574_r_at	16	16	6.9	A	0.581931																															
161575_f_at	16	16	1.7	A	0.901946																															
161576_f_at	16	16	271.1	P	0.021866																															
161577_f_at	16	16	3.9	A	0.939581																															
161578_r_at	8	8	9.8	A	0.552734																															
161579_r_at	16	16	11.1	A	0.397994																															
161580_f_at	16	16	156.6	A	0.066865																															
161581_r_at	16	16	37.8	A	0.218983																															
161582_r_at	9	9	15.7	A	0.266602																															
161583_at	16	16	10.2	A	0.795978																															
161584_r_at	16	16	9.6	A	0.520620																															
161585_at	16	16	67.6	P	0.002228																															
161586_f_at	16	16	3.5	A	0.732537																															
161587_at	16	16	7.4	A	0.749276																															
161588_r_at	15	15	4.5	A	0.955799																															
161589_at	16	16	4.9	A	0.933135																															
161590_r_at	13	13	3.1	A	0.808824																															
161591_r_at	16	16	48.7	A	0.089405																															
161592_at	16	16	16.3	A	0.418069																															
161593_r_at	11	11	5.5	A	0.870361																															
161594_f_at	16	16	57.4	A	0.098054																															
161595_at	16	16	31.9	A	0.339558																															
161596_f_at	9	9	118.2	M	0.056641																															
161597_r_at	8	8	7.0	A	0.552734																															
161598_at	16	16	8.8	A	0.641310																															
161599_i_at	14	14	19.9	A	0.783687																															
161600_r_at	9	9	127.6	A	0.137695																															
161601_i_at	12	12	10.7	A	0.826739																															
161602_at	16	16	10.8	A	0.479380																															
161603_r_at	12	12	45.2	A	0.562335																															
161604_r_at	16	16	17.3	A	0.267463																															
161605_f_at	16	16	0.8	A	0.972140																															
161606_f_at	16	16	88.6	A	0.284747																															
161607_r_at	14	14	4.3	A	0.900939																															
161608_r_at	9	9	3.3	A	0.803711																															
161609_at	16	16	117.7	P	0.002617																															
161610_at	16	16	5.7	A	0.715253																															
161611_f_at	16	16	80.1	A	0.418069																															
161612_f_at	16	16	71.7	A	0.204022																															
161613_at	16	16	135.0	P	0.009985																															
161614_r_at	14	14	71.9	A	0.181343																															
161615_f_at	15	15	91.0	M	0.055884																															
161616_f_at	16	16	15.1	A	0.520620																															
